"code_sect_activite","libelle_sect_activite","code_ss_sect_activite","libelle_ss_sect_activite","code_ogr_rome","code_rome","libelle_rome","principal"
"91","Finance, banque et assurance","129","Banque","403084","C1208","Courtier / Courtière en banque","non"
"91","Finance, banque et assurance","129","Banque","75","C1401","Agent administratif / Agente administrative banque ou assurance","non"
"91","Finance, banque et assurance","129","Banque","488730","K2506","Convoyeur / Convoyeuse de fonds","non"
"91","Finance, banque et assurance","130","Finance","68","C1204","Gestionnaire de produits bancaires","non"
"91","Finance, banque et assurance","130","Finance","72","C1301","Trader","non"
"91","Finance, banque et assurance","130","Finance","73","C1302","Gestionnaire des opérations sur les marchés financiers","non"
"91","Finance, banque et assurance","130","Finance","74","C1303","Gérant / Gérante de portefeuille financier","non"
"91","Finance, banque et assurance","130","Finance","458","M1201","Analyste Financier / Financière","non"
"91","Finance, banque et assurance","130","Finance","488629","M1208","Responsable contrôle de gestion","non"
"91","Finance, banque et assurance","","","55","C1101","Chargé / Chargée de produit en assurances","oui"
"91","Finance, banque et assurance","","","56","C1102","Conseiller / Conseillère en assurances","oui"
"91","Finance, banque et assurance","","","57","C1103","Courtier / Courtière en assurance","oui"
"91","Finance, banque et assurance","","","58","C1104","Responsable d'agence en assurances","oui"
"91","Finance, banque et assurance","","","59","C1105","Actuaire","oui"
"91","Finance, banque et assurance","","","60","C1106","Expert / Experte risques en assurances","oui"
"91","Finance, banque et assurance","","","61","C1107","Chargé / Chargée d'indemnisations en assurances","oui"
"91","Finance, banque et assurance","","","62","C1108","Responsable de département en assurances","oui"
"91","Finance, banque et assurance","","","63","C1109","Gestionnaire en assurances","oui"
"91","Finance, banque et assurance","","","64","C1110","Souscripteur / Souscriptrice en assurances","oui"
"91","Finance, banque et assurance","","","404510","C1111","Mandataire en assurance","oui"
"91","Finance, banque et assurance","","","404511","C1112","Agent général / Agente générale d'assurance","oui"
"91","Finance, banque et assurance","","","489048","C1113","Expert / Experte en assurances dommages automobile","oui"
"91","Finance, banque et assurance","","","65","C1201","Chargé / Chargée d'accueil en banque","oui"
"91","Finance, banque et assurance","","","66","C1202","Analyste de crédits et risques bancaires","oui"
"91","Finance, banque et assurance","","","67","C1203","Chargé / Chargée d'affaires bancaires entreprise","oui"
"91","Finance, banque et assurance","","","68","C1204","Gestionnaire de produits bancaires","oui"
"91","Finance, banque et assurance","","","70","C1206","Conseiller / Conseillère de clientèle bancaire","oui"
"91","Finance, banque et assurance","","","71","C1207","Directeur / Directrice d'agence bancaire","oui"
"91","Finance, banque et assurance","","","403084","C1208","Courtier / Courtière en banque","oui"
"91","Finance, banque et assurance","","","72","C1301","Trader","oui"
"91","Finance, banque et assurance","","","73","C1302","Gestionnaire des opérations sur les marchés financiers","oui"
"91","Finance, banque et assurance","","","74","C1303","Gérant / Gérante de portefeuille financier","oui"
"91","Finance, banque et assurance","","","75","C1401","Agent administratif / Agente administrative banque ou assurance","oui"
"91","Finance, banque et assurance","","","458","M1201","Analyste Financier / Financière","oui"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488321","H1104","Directeur / Directrice des affaires médicales pharmaceutiques","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","461","M1204","Contrôleur / Contrôleuse de gestion","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488910","M1209","Conseiller / Conseillère en gestion","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","468","M1402","Consultant / Consultante en organisation et management","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488287","M1406","Responsable RSE - Responsabilité Sociétale de l'Entreprise","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488778","M1412","Ergonome","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","474","M1601","Chargé / Chargée d'accueil","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","477","M1604","Assistant / Assistante de direction","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","478","M1605","Secrétaire technique","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","479","M1606","Opérateur / Opératrice de saisie","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","480","M1607","Secrétaire","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488304","M1610","Intendant / Intendante du sport","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488787","M1612","Assistant / Assistante de service juridique","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488885","M1613","Télésecrétaire","non"
"103","Gestion administrative et ressources humaines","143","Gestion administrative","488927","M1614","Standardiste","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","488277","G1219","Recruteur sportif / Recruteuse sportive","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","471","M1501","Assistant / Assistante ressources humaines","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","472","M1502","Chargé / Chargée de recrutement","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","473","M1503","Directeur / Directrice des Ressources Humaines -DRH-","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","488280","M1504","Responsable formation professionnelle en entreprise","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","488324","M1505","Chargé / Chargée de formation en entreprise","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","488608","M1506","Manager de proximité","non"
"103","Gestion administrative et ressources humaines","144","Ressources humaines","488773","M1507","Gestionnaire paie","non"
"103","Gestion administrative et ressources humaines","","","461","M1204","Contrôleur / Contrôleuse de gestion","oui"
"103","Gestion administrative et ressources humaines","","","488910","M1209","Conseiller / Conseillère en gestion","oui"
"103","Gestion administrative et ressources humaines","","","466","M1302","Responsable de Petite ou Moyenne Entreprise -PME-","oui"
"103","Gestion administrative et ressources humaines","","","468","M1402","Consultant / Consultante en organisation et management","oui"
"103","Gestion administrative et ressources humaines","","","488778","M1412","Ergonome","oui"
"103","Gestion administrative et ressources humaines","","","471","M1501","Assistant / Assistante ressources humaines","oui"
"103","Gestion administrative et ressources humaines","","","472","M1502","Chargé / Chargée de recrutement","oui"
"103","Gestion administrative et ressources humaines","","","473","M1503","Directeur / Directrice des Ressources Humaines -DRH-","oui"
"103","Gestion administrative et ressources humaines","","","488280","M1504","Responsable formation professionnelle en entreprise","oui"
"103","Gestion administrative et ressources humaines","","","488324","M1505","Chargé / Chargée de formation en entreprise","oui"
"103","Gestion administrative et ressources humaines","","","488608","M1506","Manager de proximité","oui"
"103","Gestion administrative et ressources humaines","","","474","M1601","Chargé / Chargée d'accueil","oui"
"103","Gestion administrative et ressources humaines","","","477","M1604","Assistant / Assistante de direction","oui"
"103","Gestion administrative et ressources humaines","","","478","M1605","Secrétaire technique","oui"
"103","Gestion administrative et ressources humaines","","","479","M1606","Opérateur / Opératrice de saisie","oui"
"103","Gestion administrative et ressources humaines","","","480","M1607","Secrétaire","oui"
"103","Gestion administrative et ressources humaines","","","488885","M1613","Télésecrétaire","oui"
"103","Gestion administrative et ressources humaines","","","488927","M1614","Standardiste","oui"
"102","Hôtellerie et restauration","142","Hôtellerie","193","G1403","Directeur / Directrice de structure touristique","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488600","G1407","Économe en hôtellerie-restauration","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488762","G1408","Directeur / Directrice de structure d'hébergement touristique","non"
"102","Hôtellerie et restauration","142","Hôtellerie","489204","G1412","Directeur / Directrice de parc à thème","non"
"102","Hôtellerie et restauration","142","Hôtellerie","195","G1501","Employé / Employée d'étage","non"
"102","Hôtellerie et restauration","142","Hôtellerie","196","G1502","Employé / Employée d'hôtel","non"
"102","Hôtellerie et restauration","142","Hôtellerie","197","G1503","Gouvernant / Gouvernante d'hôtel","non"
"102","Hôtellerie et restauration","142","Hôtellerie","198","G1601","Chef / Cheffe de cuisine","non"
"102","Hôtellerie et restauration","142","Hôtellerie","203","G1701","Concierge d'hôtel","non"
"102","Hôtellerie et restauration","142","Hôtellerie","204","G1702","Bagagiste en établissement hôtelier","non"
"102","Hôtellerie et restauration","142","Hôtellerie","205","G1703","Réceptionniste","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488579","G1704","Agent / Agente de réservation en hôtellerie","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488585","G1705","Chef / Cheffe concierge d'hôtel","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488620","G1706","Chef / Cheffe de réception en hôtellerie","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488891","G1707","Responsable de vestiaire","non"
"102","Hôtellerie et restauration","142","Hôtellerie","489018","G1708","Voiturier / Voiturière","non"
"102","Hôtellerie et restauration","142","Hôtellerie","488635","G1808","Chef barman / Cheffe barmaid","non"
"102","Hôtellerie et restauration","141","Restauration","191","G1401","Adjoint / Adjointe de direction en hôtellerie-restauration","non"
"102","Hôtellerie et restauration","141","Restauration","192","G1402","Directeur / Directrice d'établissement en hôtellerie-restauration","non"
