"code_ogr_savoir","libelle_savoir","categorie_savoir","sous_categorie_savoir","transition_eco","transition_num"
"103919","Techniques d'expression corporelle","Techniques professionnelles","Autres techniques professionnelles","","N"
"103933","Techniques d'entraînement sportif","Domaines d'expertise","Sports","","N"
"103938","Classification Internationale du Fonctionnement, du Handicap et de la Santé (CIF)","Normes et procédés","Documentations, cartes et plans","","N"
"103939","Réglementation du sport de haut niveau","Normes et procédés","Règlementations, normes","","N"
"104011","Brevet Professionnel spécialité Activités Aquatiques et de la Natation - BPJEPS AAN","Certifications et habilitations","Certifications","","N"
"104014","Procédures d'arbitrage sportif","Normes et procédés","Méthodes, procédés, procédures","","N"
"104020","Spécificités des équipements des attractions à sensations","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104021","Spécificités des équipements des attractions sur l'eau","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104022","Spécificités des équipements des attractions sur rails","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104024","Procédures de contrôle d'attractions","Normes et procédés","Méthodes, procédés, procédures","","N"
"104025","Procédures d'entretien d'équipements d'attractions","Normes et procédés","Méthodes, procédés, procédures","","N"
"104027","Techniques gestuelles","Domaines d'expertise","Expertises sensorielles","","N"
"104036","Procédures de contrôle des équipements de jeux","Normes et procédés","Méthodes, procédés, procédures","","N"
"104041","Manipulation d'objets de jeux (jetons, cartes, ...)","Domaines d'expertise","Expertises techniques","","N"
"104042","Techniques de brassage/battage de cartes de jeux","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104043","Stratégies d'intervention des joueurs (signaux visuels, langage du corps, ...)","Domaines d'expertise","Expertises techniques","","N"
"104044","Stratégies de mise en jeu","Domaines d'expertise","Expertises techniques","","N"
"104049","Géographie du tourisme","Domaines d'expertise","Expertises techniques","","N"
"104051","Réglementation du tourisme","Normes et procédés","Règlementations, normes","","N"
"104060","Assistance commerciale","Domaines d'expertise","Expertises techniques","","N"
"104062","Réglementation du transport","Normes et procédés","Règlementations, normes","","N"
"104067","Transport ferroviaire","Domaines d'expertise","Expertises techniques","","N"
"104068","Transport maritime","Domaines d'expertise","Expertises techniques","","N"
"104076","Organisation et fonctionnement des modes de transport","Normes et procédés","Méthodes, procédés, procédures","","N"
"104083","Réglementation du transport aérien","Normes et procédés","Règlementations, normes","","N"
"104084","Réglementation du transport de marchandises","Normes et procédés","Règlementations, normes","","N"
"104085","Réglementation du transport de personnes","Normes et procédés","Règlementations, normes","","N"
"104099","Produits alimentaires","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"104100","Fiches techniques de cuisine","Normes et procédés","Documentations, cartes et plans","","N"
"104107","Système d'information et de communication","Domaines d'expertise","Logiciels, progiciels","","O"
"104110","Normes d'exploitation hôtelière","Normes et procédés","Règlementations, normes","","N"
"104119","Normes et techniques d'installation et d'exploitation d'équipements sportifs et de loisirs","Normes et procédés","Règlementations, normes","","N"
"104120","Procédures de maintenance des équipements et du patrimoine bâti","Normes et procédés","Méthodes, procédés, procédures","","N"
"104138","Normes d'hébergement touristique","Normes et procédés","Règlementations, normes","","N"
"104149","Régimes alimentaires","Domaines d'expertise","Expertises médicales et paramédicales","","N"
"104150","Techniques de planification","Techniques professionnelles","Autres techniques professionnelles","","N"
"104151","Législation alimentaire","Normes et procédés","Règlementations, normes","","N"
"104156","Techniques de liaison chaude/froide","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104167","Caractéristiques des produits d'entretien","Produits, outils et matières","Produits finis, services","","N"
"104171","Plonge manuelle","Domaines d'expertise","Expertises techniques","","N"
"104172","Utilisation de machine de plonge automatisée","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104173","Modalités de réservation des prestations","Normes et procédés","Méthodes, procédés, procédures","","N"
"104178","Branchement et mise en service de matériel informatique, audiovisuel","Normes et procédés","Méthodes, procédés, procédures","","N"
"104182","Planning d'occupation des chambres","Normes et procédés","Méthodes, procédés, procédures","","N"
"104191","Procédures de la marche en avant","Normes et procédés","Méthodes, procédés, procédures","","N"
"104192","Procédures de cuisson sous vide","Normes et procédés","Méthodes, procédés, procédures","","N"
"104213","Utilisation d'outils tranchants (couteaux, hachoirs, ...)","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104214","Utilisation de four (à chaleur tournante, à air pulsé, ...)","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104215","Utilisation de grills professionnels","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104233","Utilisation de four à commandes numériques","Produits, outils et matières","Outils, machines, équipement matériel","","O"
"104234","Techniques de dressage des plats","Domaines d'expertise","Expertises techniques","","N"
"104241","Conditions de fermentation de la pâte (à pain, à viennoiserie)","Normes et procédés","Méthodes, procédés, procédures","","N"
"104248","Types de pâtes à pizza","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"104250","Techniques de panification/fermentation","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104251","Techniques de mise en forme des disques de pizzas","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104252","Types de pâtes à crêpe","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"104253","Techniques de tournage de pâte à crêpe","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104254","Techniques de pliage de crêpe","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104259","Compositions de salades","Produits, outils et matières","Aliments et spécialités culinaires","","N"
"104261","Conduite d'un véhicule deux-roues motorisé","Domaines d'expertise","Expertises techniques","","N"
"104266","Utilisation d'appareil électroménager","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104283","Environnement culturel et touristique","Domaines d'expertise","Sciences humaines","","N"
"104285","Fonctionnalités des équipements et systèmes de sécurité (alarmes, détecteurs, ...)","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104290","Utilisation d'équipements de surveillance","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104300","Stratégie tarifaire","Domaines d'expertise","Expertises techniques","","N"
"104303","Droit cambiaire","Normes et procédés","Règlementations, normes","","N"
"104312","Législation des vins et spiritueux","Normes et procédés","Règlementations, normes","","N"
"104313","Techniques de port de plateaux/plats","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104316","Techniques de service à l'assiette","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
"104317","Mixologie","Domaines d'expertise","Expertises techniques","","N"
"104318","Utilisation d'ustensiles à cocktail","Produits, outils et matières","Outils, machines, équipement matériel","","N"
"104319","Types de cocktails","Produits, outils et matières","Produits finis, services","","N"
"104325","Techniques du service en salle","Techniques professionnelles","Techniques manuelles, artisanales, industrielles","","N"
