"code_secteur_naf","libelle_secteur_naf","code_ogr_rome","code_rome","libelle_rome"
"49","Transports terrestres et transport par conduites","501","N1102","Déménageur / Déménageuse"
"49","Transports terrestres et transport par conduites","503","N1104","Pontier / Pontière"
"49","Transports terrestres et transport par conduites","488333","N1106","Agent / Agente de quai manutentionnaire"
"49","Transports terrestres et transport par conduites","488599","N1107","Chef / Cheffe d'équipe en déménagement"
"49","Transports terrestres et transport par conduites","488735","N1108","Conducteur / Conductrice de grue mobile"
"49","Transports terrestres et transport par conduites","488893","N1111","Conducteur / Conductrice de pont roulant"
"49","Transports terrestres et transport par conduites","489077","N1114","Conducteur / Conductrice d'engins lourds de manutention"
"49","Transports terrestres et transport par conduites","505","N1201","Affréteur / Affréteuse"
"49","Transports terrestres et transport par conduites","489175","N1207","Chef / Cheffe de groupe affrètement"
"49","Transports terrestres et transport par conduites","507","N1301","Responsable logistique"
"49","Transports terrestres et transport par conduites","509","N1303","Approvisionneur / Approvisionneuse logistique"
"49","Transports terrestres et transport par conduites","489211","N2207","Agent / Agente d'accompagnement du transport"
"49","Transports terrestres et transport par conduites","523","N4101","Conducteur / Conductrice de poids lourd"
"49","Transports terrestres et transport par conduites","524","N4102","Conducteur / Conductrice de transport de particuliers"
"49","Transports terrestres et transport par conduites","525","N4103","Conducteur / Conductrice de bus"
"49","Transports terrestres et transport par conduites","526","N4104","Coursier / Coursière"
"49","Transports terrestres et transport par conduites","527","N4105","Chauffeur-livreur / Chauffeuse-livreuse"
"49","Transports terrestres et transport par conduites","488577","N4106","Commis coursier / Commise coursière en douane"
"49","Transports terrestres et transport par conduites","488583","N4107","Conducteur livreur / Conductrice livreuse de béton prêt à l'emploi"
"49","Transports terrestres et transport par conduites","488591","N4108","Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite"
"49","Transports terrestres et transport par conduites","488595","N4109","Conducteur / Conductrice de car"
"49","Transports terrestres et transport par conduites","488611","N4111","Conducteur / Conductrice super poids lourd de l'armée"
"49","Transports terrestres et transport par conduites","489201","N4112","Chauffeur / Chauffeuse VTC"
"49","Transports terrestres et transport par conduites","488626","N4113","Conducteur routier international / Conductrice routière internationale"
"49","Transports terrestres et transport par conduites","488732","N4114","Conducteur livreur avitailleur / Conductrice livreuse avitailleuse en carburant"
"49","Transports terrestres et transport par conduites","488739","N4115","Conducteur / Conductrice de véhicules Super Lourds"
"49","Transports terrestres et transport par conduites","488777","N4116","Conducteur / Conductrice de camion-benne"
"49","Transports terrestres et transport par conduites","489210","N4117","Conducteur / Conductrice d'attelage"
"49","Transports terrestres et transport par conduites","488857","N4118","Conducteur / Conductrice enlèvement de déchets"
"49","Transports terrestres et transport par conduites","488874","N4119","Conducteur / Conductrice de tramway"
"49","Transports terrestres et transport par conduites","488881","N4120","Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commandes"
"49","Transports terrestres et transport par conduites","488882","N4121","Aide-livreur / Aide-livreuse"
"49","Transports terrestres et transport par conduites","488884","N4122","Conducteur convoyeur / Conductrice convoyeuse de véhicule"
"49","Transports terrestres et transport par conduites","488931","N4123","Conducteur livreur installateur / Conductrice livreuse installatrice"
"49","Transports terrestres et transport par conduites","489226","N4124","Conducteur / Conductrice de taxi moto"
"49","Transports terrestres et transport par conduites","488935","N4125","Conducteur / Conductrice de transport animalier"
"49","Transports terrestres et transport par conduites","489224","N4126","Chauffeur / Chauffeuse porte voitures"
"49","Transports terrestres et transport par conduites","489032","N4127","Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme"
"49","Transports terrestres et transport par conduites","489043","N4128","Conducteur / Conductrice de navette de moins de 9 personnes"
"49","Transports terrestres et transport par conduites","489057","N4130","Conducteur / Conductrice de voiture radar à conduite externalisée"
"49","Transports terrestres et transport par conduites","489161","N4131","Chauffeur / Chauffeuse de direction"
"49","Transports terrestres et transport par conduites","489190","N4132","Agent commercial / Agente commerciale de conduite transport en commun"
"49","Transports terrestres et transport par conduites","528","N4201","Responsable d'agence transport routier de marchandises"
"49","Transports terrestres et transport par conduites","529","N4202","Responsable d'exploitation transport routier de personnes"
"49","Transports terrestres et transport par conduites","530","N4203","Agent / Agente d'intervention technique d'exploitation des transports routiers de marchandises"
"49","Transports terrestres et transport par conduites","531","N4204","Agent / Agente d'exploitation transport routier de personnes"
"49","Transports terrestres et transport par conduites","532","N4301","Conducteur / Conductrice de train"
"49","Transports terrestres et transport par conduites","533","N4302","Agent / Agente de contrôle"
"49","Transports terrestres et transport par conduites","534","N4401","Aiguilleur / Aiguilleure du rail"
"49","Transports terrestres et transport par conduites","535","N4402","Agent / Agente d'exploitation des remontées mécaniques"
"49","Transports terrestres et transport par conduites","536","N4403","Cheminot / Cheminote"
"50","Transports par eau","488895","G1107","Hôte / Hôtesse d'accueil et d'animation de croisière"
"50","Transports par eau","488769","N1109","Éclusier-barragiste / Éclusière-barragiste"
"50","Transports par eau","506","N1202","Employé / Employée de transit"
"50","Transports par eau","488863","N1206","Courtier / Courtière affrètement maritime"
"50","Transports par eau","489175","N1207","Chef / Cheffe de groupe affrètement"
"50","Transports par eau","517","N3101","Capitaine de port"
"50","Transports par eau","518","N3102","Marin"
"50","Transports par eau","519","N3103","Matelot de la navigation fluviale"
"50","Transports par eau","521","N3202","Responsable d'exploitation transport fluvial"
"50","Transports par eau","489062","N3204","Chef / Cheffe d'équipe de manutention portuaire"
"51","Transports aeriens","488930","I1105","Responsable de maintenance et d'exploitation"
"51","Transports aeriens","326","I1602","Mécanicien / Mécanicienne aéronautique"
"51","Transports aeriens","489162","M1616","Steward / Hôtesse au sol"
"51","Transports aeriens","506","N1202","Employé / Employée de transit"
"51","Transports aeriens","489175","N1207","Chef / Cheffe de groupe affrètement"
"51","Transports aeriens","510","N2101","Steward / Hôtesse de l'air"
"51","Transports aeriens","511","N2102","Pilote de ligne"
"51","Transports aeriens","513","N2202","Contrôleur aérien / Contrôleuse aérienne"
"51","Transports aeriens","516","N2205","Chef / Cheffe d'escale"
"51","Transports aeriens","489039","N2206","Pilote de drone"
"52","Entreposage et services auxiliaires des transports","488297","H1405","Responsable supply chain en industrie"
"52","Entreposage et services auxiliaires des transports","308","I1202","Agent / Agente d'entretien de la voirie"
"52","Entreposage et services auxiliaires des transports","500","N1101","Cariste"
"52","Entreposage et services auxiliaires des transports","502","N1103","Préparateur / Préparatrice de commandes"
"52","Entreposage et services auxiliaires des transports","504","N1105","Manutentionnaire"
"52","Entreposage et services auxiliaires des transports","488333","N1106","Agent / Agente de quai manutentionnaire"
"52","Entreposage et services auxiliaires des transports","488771","N1110","Magasinier / Magasinière"
"52","Entreposage et services auxiliaires des transports","488924","N1112","Chef cariste / Cheffe cariste"
"52","Entreposage et services auxiliaires des transports","489051","N1113","Préparateur / Préparatrice au drive"
"52","Entreposage et services auxiliaires des transports","489164","N1115","Opérateur / Opératrice logistique en entrepôt"
"52","Entreposage et services auxiliaires des transports","489168","N1116","Agent / Agente de quai réceptionnaire"
"52","Entreposage et services auxiliaires des transports","505","N1201","Affréteur / Affréteuse"
"52","Entreposage et services auxiliaires des transports","506","N1202","Employé / Employée de transit"
"52","Entreposage et services auxiliaires des transports","488586","N1203","Technicien / Technicienne gestion douanière"
"52","Entreposage et services auxiliaires des transports","488601","N1204","Coordinateur / Coordinatrice transit -import/export-"
"52","Entreposage et services auxiliaires des transports","488741","N1205","Responsable de service transit"
"52","Entreposage et services auxiliaires des transports","488863","N1206","Courtier / Courtière affrètement maritime"
"52","Entreposage et services auxiliaires des transports","489175","N1207","Chef / Cheffe de groupe affrètement"
"52","Entreposage et services auxiliaires des transports","507","N1301","Responsable logistique"
"52","Entreposage et services auxiliaires des transports","508","N1302","Responsable entrepôt logistique"
"52","Entreposage et services auxiliaires des transports","509","N1303","Approvisionneur / Approvisionneuse logistique"
"52","Entreposage et services auxiliaires des transports","488588","N1304","Directeur / Directrice logistique"
"52","Entreposage et services auxiliaires des transports","512","N2201","Agent / Agente d'escale"
"52","Entreposage et services auxiliaires des transports","514","N2203","Agent / Agente de piste"
"52","Entreposage et services auxiliaires des transports","515","N2204","Agent / Agente de trafic aérien"
"52","Entreposage et services auxiliaires des transports","520","N3201","Agent / Agente de port de plaisance"
