"code_ogr","libelle","code_rubrique"
"121369","Gérer un planning de vacances de logements","1"
"121370","Proposer l'attribution de logements","1"
"121372","Assister un chef d'entreprise dans le cadre d'une procédure de redressement judiciaire","1"
"121378","Établir des rapports de production et d'incidents","1"
"121379","Analyser des données socioéconomiques","1"
"121381","Adapter une stratégie de vente à une cible ou un produit","1"
"121382","Assister un magistrat lors d'audiences (retranscription, comptes-rendus)","1"
"121387","Analyser le taux de rotation des stocks","1"
"121391","Analyser des informations sur un produit ou sur une gamme","1"
"121393","Analyser les besoins financiers des clients","1"
"121399","Évaluer l'efficacité des campagnes promotionnelles","1"
"121405","Identifier une clientèle cible ou des prospects","1"
"121408","Renseigner des documents clients","1"
"121409","Classer des patrons et documents techniques des produits réalisés","1"
"121412","Concevoir une stratégie de relation clientèle","1"
"121413","Classer des bibliothèques de références ou des banques de données techniques","1"
"121414","Actualiser des bibliothèques de références ou des banques de données techniques","1"
"121427","Développer un portefeuille clients et prospects","1"
"121428","Effectuer le règlement et la livraison de titres financiers","1"
"121431","Contractualiser une prestation","1"
"121433","Conduire une démarche de négociation","1"
"121434","Coacher des particuliers","1"
"121435","Étudier une opportunité de partenariat","1"
"121441","Identifier un partenariat potentiel","1"
"121446","Participer à la mise en place d'un Progiciel de Gestion Intégré (PGI)","1"
"121449","Organiser un espace d'accueil","1"
"121451","Accrocher des équipements de voirie en hauteur","1"
"121452","Ajuster des bandes de revêtement","1"
"121454","Ajuster les écartements de charpente","1"
"121455","Fixer des lisses","1"
"121456","Fixer des contreventements définitifs","1"
"121457","Fixer des pieds de charpente","1"
"121459","Assurer des relations Business to Business (B2B)","1"
"121468","Appliquer les couches d'assises de chaussée","1"
"121469","Compacter les couches d'assises de chaussée","1"
"121482","Appliquer les mortiers","1"
"121485","Appliquer un revêtement de piste d'aéroport","1"
"121486","Régler des couches de revêtement de piste d'aéroport","1"
"121489","Régler des couches de revêtement de sols sportifs","1"
"121501","Assembler des éléments de structures métalliques","1"
"121502","Assembler des poteaux et des tringles","1"
"121503","Fixer des poteaux et des tringles aux éléments maçonnés","1"
"121504","Collecter les données techniques d'un produit","1"
"121513","Monter des structures spéciales","1"
"121515","Assembler des éléments de finition de structure","1"
"121516","Poser des éléments de finition de structure","1"
"121518","Positionner des éléments d'armature de béton","1"
"121519","Assembler les structures porteuses lourdes d'un ouvrage","1"
"121521","Communiquer les résultats aux parties prenantes","1"
"121525","Concevoir, actualiser des outils de suivi de la qualité","1"
"121526","Concevoir des scénarios d'accident","1"
"121527","Concevoir un plan prévisionnel d'activité","1"
"121535","Administrer des achats et ventes","1"
"121538","Réaliser l'analyse d'un produit","1"
"121539","Réaliser l'analyse d'une marque","1"
"121545","Conduire un projet en mécénat et sponsoring","1"
"121546","Conduire un projet commercial","1"
"121550","Proposer un forfait touristique pour un type de clientèle","1"
"121553","Contractualiser une prestation avec un client","1"
"121561","Détecter des risques","1"
"121562","Optimiser l'expérience client à travers un service personnalisé","1"
"121563","Analyser des flux internes et externes","1"
"121565","Réparer des composants mécaniques défectueux","1"
"121566","Collecter les matériaux d'extraction et les déblais","1"
"121567","Transporter les matériaux d'extraction et les déblais","1"
"121569","Contrôler la conformité de traitement des opérations boursières","1"
"121570","Constituer des Dossiers d'Intervention Ultérieure sur l'Ouvrage (DIUO)","1"
"121577","Réaliser une analyse financière","1"
"121578","Creuser en milieu immergé","1"
"121579","Curer un fossé ou un étang","1"
"121581","Analyser les résultats des salles de marché","1"
"121582","Creuser un support dans une zone","1"
"121583","Installer des gaines et câblages","1"
"121587","Réaliser un schéma de traitement comptable et juridique","1"
"121602","Dimensionner un support, un produit","1"
"121603","Assembler des supports","1"
"121605","Poser des tuyauteries","1"
"121609","Piloter un plan de déploiement","1"
"121612","Entretenir des installations et équipements électriques","1"
"121613","Poser des circuits et équipements électriques","1"
"121614","Assurer des relations Business to Consumer (B2C)","1"
"121617","Développer des procédures de maintenance standardisées","1"
"121618","Développer des stratégies de tests adaptatives","1"
"121624","Gérer la documentation technique des projets","1"
"121625","Concevoir une enquête qualité","1"
"121626","Mettre en place une enquête qualité","1"
"121627","Diffuser une enquête qualité","1"
"121629","Créer des procédures de recueil d'informations médicales","1"
"121633","Planifier des bilans de santé","1"
"121638","Analyser et prévenir les risques","1"
"121640","Définir une politique de gestion des risques","1"
"121641","Piloter des opérations liées à la gestion des emplois et des compétences","1"
"121644","Émettre des ordres d'achat ou de vente","1"
"121645","Rédiger un message adapté à un support de communication (presse, radio, télévision, web)","1"
"121647","Collecter des informations géographiques","1"
"121648","Structurer des informations géographiques","1"
"121649","Établir un bon de commande","1"
"121652","Proposer des tarifs adaptés à un établissement touristique","1"
"121657","Négocier des solutions techniques ou financières avec un client","1"
"121658","Négocier les conditions d'achat d'un espace publicitaire","1"
"121660","Négocier des modalités de transport","1"
"121661","Négocier avec des partenaires et sponsors","1"
"121662","Négocier l'aménagement d'une dette","1"
"121663","Négocier l'annulation d'une dette","1"
"121666","Négocier des promotions","1"
"121667","Négocier l'emplacement d'un produit","1"
"121670","Alimenter un tableau de bord","1"
"121671","Définir des modalités de paiement adaptées","1"
"121672","Négocier des conditions d'achat optimales","1"
"121673","Négocier avec les prestataires externes","1"
"121674","Réaliser le suivi d'une action, accord ou convention","1"
"121679","Réaliser un audit d'acquisition","1"
"121692","Administrer un Système de Gestion de Base de Données (SGBD)","1"
"121703","Collecter des échantillons pour analyse","1"
"121715","Assister des clients pour une fusion-acquisition","1"
"121716","Calculer une commission de performance","1"
"121718","Classer des documents","1"
"121719","Coder des données","1"
"121720","Mettre à jour un tableau de suivi client","1"
"121721","Collecter des informations sur un produit, une marque","1"
"121722","Calculer l'engagement monétaire d'une entreprise par contrat d'assurance","1"
"121723","Contrôler l'engagement monétaire d'une entreprise par contrat d'assurance","1"
"121724","Collecter les résultats d'une enquête","1"
"121725","Collecter les informations nécessaires à l'établissement de droits ou de taxes","1"
"121726","Évaluer le montant des plus ou moins-values réalisées sur des produits d'épargne","1"
"121739","Réaliser un bilan comptable","1"
"121744","Négocier un taux d'achat ou de vente de devises étrangères","1"
"121746","Assister techniquement un réseau commercial","1"
"121747","Assurer le suivi d'une vente","1"
"121749","Clôturer une caisse","1"
"121750","Commercialiser des produits alimentaires","1"
"121751","Commercialiser des produits d'extraction","1"
"121752","Commercialiser les produits d'une exploitation","1"
"121754","Concevoir une opération d'animation en magasin","1"
"121757","Définir des conditions d'achat","1"
"121758","Définir des modalités de collaboration commerciale","1"
"121759","Effectuer une démonstration devant un client ou un public","1"
"121760","Préparer un entretien","1"
"121763","Établir les modalités d'une prestation","1"
"121765","Exploiter une étude commerciale","1"
"121770","Gérer la disponibilité d'un produit touristique","1"
"121771","Promouvoir les produits auprès des clients","1"
"121772","Établir les modalités d'une prestation avec le client","1"
"121773","Établir un croquis de terrain","1"
"121776","Actualiser des prix","1"
"121777","Fixer des éléments basse tension","1"
"121778","Raccorder des éléments basse tension","1"
"121780","Sonder verticalement le sol","1"
"121787","Introduire une société en bourse","1"
"121788","Concevoir une offre publique d'achat","1"
"121789","Concevoir un dossier d'assemblage","1"
"121792","Protéger des manchons, chaussettes, joints, vannes et robinets","1"
"121795","Assembler des manchons, chaussettes, joints, vannes et robinets","1"
"121797","Caler des manchons, chaussettes, joints, vannes et robinets","1"
"121801","Concevoir un projet éducatif","1"
"121802","Concevoir un système de management Qualité Sécurité Environnement (QSE)","1"
"121804","Coordonner la gestion de sinistres","1"
"121811","Couler des ouvrages en béton","1"
"121812","Décoffrer des ouvrages en béton","1"
