"code_rome","code_compo_bloc","libelle_type_texte","position_phrase","libelle_texte"
"D1509","4","acces_metier","1","Ce métier est accessible à partir d''un Bac+2 (BTS, DUT, ...) en commerce, distribution, complété par une expérience professionnelle (chef de rayon, ...)."
"D1510","3","definition","1","Travaille généralement pour des grandes surfaces alimentaires (GSA) ou spécialisées (GSS)."
"D1510","3","definition","2","Se déplace dans les différents points de vente et s’assure du respect des accords commerciaux et de la stratégie commerciale de l’enseigne."
"D1510","3","definition","3","Propose des conseils et des formations dans le but d’augmenter les ventes."
"D1510","4","acces_metier","1","Cet emploi est ouvert aux jeunes diplômés."
"D1510","4","acces_metier","2","Cependant, une première expérience de la vente dans ce domaine est un plus afin d’accéder à ce poste."
"E1101","3","definition","1","L''Animateur de communauté virtuelle dynamise et modère les échanges entre utilisateurs sur les plateformes numériques."
"E1101","3","definition","2","Anime les échanges au sein des communautés en ligne pour favoriser une ambiance positive et constructive"
"E1101","3","definition","3","Crée et partage du contenu pertinent et attractif pour maintenir l''intérêt des membres de la communauté"
"E1101","3","definition","4","Surveille les tendances du web et adapte les activités de la communauté en conséquence pour rester à la pointe"
"E1101","3","definition","5","Gère les crises et les conflits au sein de la communauté pour maintenir un environnement sain et respectueux"
"E1101","4","acces_metier","1","Cet emploi est accessible avec une formation de niveau Bac+2 à Bac+5 en communication, notamment en communication digitale. Des certifications spécifiques en gestion de communauté peuvent également être pertinentes. Une bonne maîtrise des outils numériques et des plateformes de médias sociaux est essentielle."
"E1102","3","definition","1","Conçoit des histoires, écrit des textes (roman, scénario, biographie, ...) dans le but d''une diffusion papier, audiovisuelle ou multimédia ou d''une représentation de spectacle."
"E1102","3","definition","2","Peut écrire ou réécrire des textes pour le compte de tiers ou d''entreprises (correspondance, formalités administratives, ...)."
"E1102","3","definition","3","Peut mettre en scène ou interpréter ses oeuvres."
"E1102","4","acces_metier","1","Ce métier est accessible sur diffusion de travaux personnels d''écriture auprès d''éditeurs, producteurs, diffuseurs, universitaires, ... sans diplôme particulier."
"E1102","4","acces_metier","2","Un diplôme de niveau Licence à Master (Master recherche, ...) dans le secteur des lettres peut en faciliter l''accès."
"E1102","4","acces_metier","3","Le métier d''écrivain public est accessible avec une Licence professionnelle d''écrivain public. La pratique d''une langue étrangère peut être requise."
"E1102","4","acces_metier","4","L''adhésion à la Société des Auteurs et Compositeurs Dramatiques (SACD) est recommandée pour la perception de droits d''auteur."
"E1103","3","definition","1","Organise, met en œuvre des actions de communication et de diffusion de l''information et réalise des outils/supports de communication selon la stratégie de l''entreprise."
"E1103","3","definition","2","Peut participer à la définition de la politique de communication et élaborer le plan de communication."
"E1103","3","definition","3","Peut diriger un service ou une équipe."
"E1103","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+2 à Master dans le secteur de la communication ou dans un secteur généraliste (lettres, économie, commerce, sciences, droit, art et culture, ...) complété par des formations aux outils et techniques de communication."
"E1103","4","acces_metier","2","La pratique d''une langue étrangère est appréciée, et une appétence pour les outils de communication est requise."
"E1104","3","definition","1","Recherche et définit les concepts créatifs de projets multimédia (communication, jeux vidéo, ...), supervise la réalisation des projets retenus (maquette, rough, story-board) en cohérence avec la stratégie commerciale."
"E1104","3","definition","2","Peut coordonner une équipe."
"E1104","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Master (Master professionnel, ...) dans les secteurs de la communication, du multimédia, du marketing, du commerce et de la publicité."
"E1104","4","acces_metier","2","Une formation artistique (École des beaux-arts, des arts décoratifs...) peut être demandée."
"E1104","4","acces_metier","3","La pratique d''une langue étrangère est requise."
"E1104","4","acces_metier","4","La maîtrise des outils de création informatique (publication assistée par ordinateur -PAO-, palette graphique, image de synthèse) est requise."
"E1105","3","definition","1","Supervise, coordonne et prépare la réalisation et l''édition de produits, de publications (livres, ouvrages, revues, support multimédia, ...) selon la politique éditoriale et commerciale."
"E1105","3","definition","2","Peut coordonner les promotions et mettre en oeuvre les actions de distribution et de diffusion."
"E1105","3","definition","3","Peut diriger une collection ou coordonner une équipe."
"E1105","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Bac+2 (BTS, DUT, ...) à Master (M1, Master professionnel, ...) dans les secteurs de l''édition, des métiers du livre, des sciences humaines, de l''information, de la littérature, de l''art, ..."
"E1105","4","acces_metier","2","La fonction d''éditeur est accessible après une expérience professionnelle dans le secteur."
"E1106","3","definition","1","Recueille, vérifie et traite l''information et l''actualité sur un sujet donné en vue de sa diffusion média selon les orientations de la structure d''information, les règles déontologiques et la réglementation de l''information."
"E1106","3","definition","2","Peut définir la politique d''information de la structure."
"E1106","3","definition","3","Peut animer une équipe."
"E1106","4","acces_metier","1","Ce métier est accessible avec un diplôme de niveau Licence à Master (Master professionnel, ...) en journalisme, sciences politiques, communication."
"E1106","4","acces_metier","2","Il est également accessible avec une expérience professionnelle dans un secteur spécifique (sport, mode, médecine, finance, ...) et des qualités rédactionnelles sans diplôme particulier."
"E1106","4","acces_metier","3","Une formation technique, scientifique, juridique ou économique peut être demandée."
"E1106","4","acces_metier","4","La carte de journaliste professionnel peut être exigée."
"E1106","4","acces_metier","5","La pratique d''une langue étrangère, en particulier l''anglais, peut être requise."
"E1107","3","definition","1","Imagine et organise tout ou une partie d’événements, afin de servir les besoins en communication de son entreprise ou de ses clients."
"E1107","3","definition","2","Assure la réussite de chaque événement (conférences, séminaires, événements sportifs et culturels, soirées festives, inaugurations), en tenant compte du cahier des charges et des prestataires."
"E1107","3","definition","3","Coordonne l’ensemble des moyens humains, matériels, techniques et logistiques nécessaires à leur bon déroulement."
"E1107","3","definition","4","Peut s’occuper de la communication autour du projet et rechercher d’éventuels partenaires, sponsors, mécènes pour pouvoir en faciliter la mise en œuvre."
"E1107","3","definition","5","Planifie les tâches à exécuter et gère les éventuels aléas d’organisation et de budget tout au long du projet."
"E1107","4","acces_metier","1","Cet emploi est accessible avec un diplôme de niveau Bac+3 à Bac+5 dans le secteur de la communication, du commerce, de l''événementiel."
"E1107","4","acces_metier","2","En fonction du diplôme obtenu et des expériences passées, il peut être nécessaire de débuter par un poste d’assistant chef de projet événementiel."
"E1107","4","acces_metier","3","La pratique d''une langue étrangère peut être exigée."
"E1108","3","definition","1","Interprète des communications orales (conférences, échanges, interviews, ...) ou traduit des documents écrits (livres, notices techniques, ...) et les transpose d''une langue à une autre."
"E1108","3","definition","2","Peut réaliser une étude documentaire sur le sujet traité (concepts techniques, structures grammaticales complexes, ...)."
"E1108","3","definition","3","Peut diriger une équipe."
